Pigmento Blanco (TiO2),Extender (CaCO3),Ligante (Resina Acrílica),Coalescente,Dispersante,Aditivo Antimicrobiano,Otros Aditivos,Agua,Tipo de Pintura,Proveedor Pigmento Blanco,Estado Final,Resistencia al Fregado (Ciclos),Viscosidad Final (KU),Poder Cubriente (m²/L),Brillo (60°),Estabilidad (meses),L,a,b
430.38,276.18,191.54,12.6,4.52,1.28,4.84,230.05,Mate,Proveedor B,Falla - Baja Adhesión,920.0,91.2,21.34,22.0,23.3,85.25,-3.62,-3.65
340.58,104.08,505.83,5.2,2.41,0.75,9.21,142.96,Satinado,Proveedor B,Éxito,1750.0,92.3,15.86,21.0,15.1,96.69,4.0,2.0
584.6,105.24,239.66,19.19,1.02,1.7,2.24,23.43,Brillante,Proveedor C,Falla - Viscosidad Alta,1250.0,106.1,17.12,76.0,20.6,88.51,-3.65,-4.5
359.56,205.39,587.74,6.35,4.17,2.63,6.21,238.31,Satinado,Proveedor A,Éxito,1565.0,91.6,17.54,45.0,21.6,97.86,-0.68,3.77
417.78,207.6,445.73,9.38,3.77,0.22,18.99,211.87,Satinado,Proveedor C,Falla - Baja Estabilidad,1712.0,91.6,18.09,38.0,4.1,94.38,-4.86,2.08
384.77,180.33,263.7,9.11,3.87,2.42,10.59,178.56,Mate,Proveedor C,Éxito,1542.0,91.3,16.18,13.0,21.5,94.55,-2.59,4.83
487.59,240.75,406.21,11.66,5.77,0.11,3.38,274.28,Mate,Proveedor B,Éxito,1448.0,91.2,19.4,5.0,20.9,86.41,-4.46,1.92
335.18,103.5,256.46,14.39,7.17,0.95,1.98,124.76,Brillante,Proveedor A,Éxito,1407.0,91.4,19.04,60.0,26.0,95.38,4.87,4.24
353.99,184.31,528.13,19.39,7.14,2.06,1.93,129.7,Mate,Proveedor B,Éxito,1560.0,92.4,19.91,25.0,21.9,93.63,2.18,2.62
589.34,111.85,414.54,11.74,9.24,1.18,13.93,37.63,Brillante,Proveedor B,Falla - Viscosidad Alta,1588.0,116.4,18.13,39.0,18.9,97.59,-2.8,-0.78
317.21,129.39,297.51,8.39,0.52,2.77,5.18,161.84,Mate,Proveedor A,Éxito,1518.0,91.5,14.84,19.0,23.5,93.28,-1.7,-4.68
442.5,166.08,315.63,8.64,4.6,2.92,6.88,150.06,Brillante,Proveedor C,Éxito,1612.0,91.7,20.58,24.0,21.9,85.04,-4.32,3.29
442.35,322.83,65.51,14.8,7.35,2.82,6.74,255.58,Mate,Proveedor A,Falla - Baja Adhesión,131.0,91.2,20.04,9.0,22.9,93.78,-3.17,-2.56
377.88,275.85,60.79,14.8,7.18,1.15,12.59,217.27,Mate,Proveedor B,Falla - Baja Adhesión,506.0,91.5,16.36,25.0,19.6,87.58,-3.69,-4.52
472.2,124.97,224.04,18.77,9.55,2.59,12.9,247.34,Satinado,Proveedor A,Éxito,1392.0,90.8,18.13,49.0,27.7,90.89,2.63,1.87
454.76,207.69,456.99,9.5,3.06,1.65,5.39,254.04,Satinado,Proveedor C,Éxito,1404.0,91.4,18.84,15.0,23.7,96.39,-2.11,-4.02
461.23,212.31,463.44,14.13,7.31,0.13,3.08,266.08,Mate,Proveedor C,Éxito,1412.0,91.3,18.9,29.0,21.8,85.27,-2.51,2.13
595.85,233.78,225.43,18.94,0.57,0.85,9.88,33.91,Brillante,Proveedor A,Falla - Viscosidad Alta,1280.0,110.9,18.88,15.0,22.6,92.09,2.06,1.93
162.73,297.87,254.02,19.12,3.52,2.28,12.68,116.25,Brillante,Proveedor A,Falla - Bajo Poder Cubriente,1271.0,91.8,7.06,45.0,23.3,87.05,-4.12,-1.13
383.67,136.6,338.63,6.94,2.81,1.01,3.23,221.21,Brillante,Proveedor C,Éxito,1326.0,91.2,17.06,17.0,19.1,86.28,2.57,-0.94
471.06,139.87,255.71,19.98,1.98,1.0,13.39,113.73,Mate,Proveedor B,Éxito,1289.0,92.1,21.2,28.0,23.5,86.83,-4.59,2.98
469.3,242.01,479.14,14.58,0.55,2.66,14.47,159.92,Mate,Proveedor C,Éxito,1605.0,92.5,20.9,22.0,19.1,90.48,-2.55,0.78
441.99,202.93,209.91,5.33,1.78,2.25,5.85,133.74,Mate,Proveedor A,Éxito,1337.0,91.8,20.76,24.0,18.1,90.77,-0.18,1.08
305.27,208.56,445.84,11.73,4.44,2.51,13.02,65.47,Brillante,Proveedor A,Éxito,1636.0,94.0,14.13,18.0,27.4,90.74,0.62,-1.9
461.36,193.5,494.36,17.16,7.22,2.31,10.46,237.56,Brillante,Proveedor C,Éxito,1737.0,91.5,17.72,37.0,25.1,96.24,4.92,-0.44
327.98,148.16,496.35,8.73,3.79,1.64,11.62,139.8,Satinado,Proveedor C,Éxito,1545.0,92.3,19.53,49.0,21.8,85.14,1.1,-4.03
390.71,162.44,406.29,16.04,9.97,0.64,10.64,245.88,Satinado,Proveedor A,Éxito,1405.0,91.1,17.85,22.0,21.2,87.84,-4.36,-0.54
424.45,208.64,297.25,15.69,7.98,3.0,3.3,170.36,Mate,Proveedor A,Éxito,1370.0,91.4,21.41,28.0,23.7,87.21,1.38,-2.23
347.14,200.47,325.68,12.72,2.04,1.79,1.56,161.58,Mate,Proveedor C,Éxito,1359.0,91.7,17.03,28.0,26.3,97.44,-0.41,0.17
382.02,247.56,420.5,15.82,4.0,1.62,11.42,200.37,Brillante,Proveedor A,Éxito,1527.0,91.6,16.49,19.0,20.6,96.08,0.87,0.56
309.91,114.93,482.75,8.83,2.52,1.74,3.55,220.23,Brillante,Proveedor B,Éxito,1734.0,91.5,14.37,64.0,26.4,87.17,0.2,4.92
453.65,164.34,318.58,9.36,3.07,1.52,8.55,62.34,Mate,Proveedor B,Éxito,1626.0,93.9,21.49,20.0,18.5,96.49,4.24,3.67
341.6,130.03,468.7,9.27,1.59,0.43,6.66,196.16,Mate,Proveedor C,Éxito,1758.0,91.7,19.47,18.0,21.7,92.55,-1.79,-2.7
394.52,218.27,460.47,19.92,8.99,1.66,14.32,235.82,Mate,Proveedor C,Éxito,1657.0,91.3,17.87,20.0,21.6,85.88,-4.62,4.72
354.45,278.12,162.68,17.5,5.59,0.49,11.55,237.8,Mate,Proveedor B,Falla - Baja Adhesión,671.0,91.1,16.33,16.0,22.8,93.43,3.78,3.65
379.14,106.35,519.05,12.8,0.53,0.64,5.95,63.18,Mate,Proveedor B,Éxito,1608.0,95.6,17.91,16.0,19.9,96.04,-4.01,4.48
328.29,234.86,238.12,7.82,1.91,0.53,10.85,214.36,Mate,Proveedor C,Éxito,1273.0,91.1,16.64,23.0,22.7,86.29,-4.93,-3.43
464.73,274.56,147.3,19.26,9.64,1.8,5.7,223.01,Brillante,Proveedor C,Falla - Baja Adhesión,345.0,91.3,21.58,77.0,26.7,86.39,3.32,-1.61
306.1,239.28,547.3,6.09,4.67,0.54,5.25,225.85,Mate,Proveedor C,Éxito,1650.0,91.6,14.65,23.0,17.9,89.59,4.7,1.36
137.73,294.75,259.17,15.93,2.21,1.05,5.65,132.78,Brillante,Proveedor B,Falla - Bajo Poder Cubriente,1409.0,91.8,4.61,45.0,14.9,93.29,0.46,-3.97
319.35,161.61,531.44,15.07,2.74,1.58,10.14,218.6,Brillante,Proveedor B,Éxito,1510.0,91.6,15.8,54.0,17.5,91.21,-1.13,-2.63
333.89,196.2,254.91,15.83,7.21,1.11,11.72,60.4,Mate,Proveedor B,Éxito,1420.0,92.6,16.72,10.0,22.3,95.72,1.35,-4.9
470.83,119.21,251.98,13.23,2.73,1.89,3.2,209.22,Satinado,Proveedor C,Éxito,1585.0,91.1,20.05,38.0,23.7,88.44,4.09,3.48
397.77,115.38,574.87,6.56,6.25,0.37,3.9,197.4,Mate,Proveedor A,Éxito,1673.0,91.8,19.13,20.0,19.6,96.55,-1.21,0.09
499.18,198.0,518.92,12.28,7.91,2.55,6.26,51.09,Satinado,Proveedor C,Éxito,1658.0,94.6,20.92,35.0,30.3,87.29,-0.53,-3.38
451.38,115.09,216.65,13.36,4.02,2.05,6.57,281.95,Mate,Proveedor C,Éxito,1331.0,90.8,19.45,16.0,20.2,93.55,4.12,-4.29
324.7,177.37,595.21,8.1,8.52,0.91,3.89,273.53,Mate,Proveedor A,Éxito,1638.0,91.3,16.23,23.0,19.3,90.04,-0.84,-2.17
343.18,249.42,381.58,14.57,2.46,0.39,2.76,79.26,Brillante,Proveedor C,Éxito,1549.0,93.6,19.04,62.0,20.2,95.52,4.26,0.69
384.63,263.22,196.1,18.57,6.55,2.57,2.45,159.33,Brillante,Proveedor B,Falla - Baja Adhesión,442.0,91.4,19.54,72.0,27.4,92.78,-0.29,3.78
489.65,171.95,563.59,6.05,0.96,2.28,3.6,126.45,Mate,Proveedor C,Éxito,1780.0,93.3,19.15,7.0,21.5,87.64,2.62,0.25
303.78,191.36,308.94,16.12,2.65,1.14,5.12,291.05,Brillante,Proveedor B,Éxito,1487.0,90.9,17.21,69.0,19.1,90.12,3.3,-2.85
428.51,383.4,132.31,16.1,1.41,2.1,14.2,121.98,Satinado,Proveedor B,Falla - Baja Adhesión,885.0,93.3,21.41,17.0,21.4,92.9,-4.97,0.01
397.52,132.33,557.83,5.76,1.4,2.27,8.96,153.03,Brillante,Proveedor C,Éxito,1789.0,92.5,18.41,24.0,19.2,91.74,2.75,-2.33
306.28,142.61,401.58,9.93,6.82,1.36,5.16,161.98,Brillante,Proveedor C,Éxito,1717.0,91.6,14.22,19.0,18.5,93.86,-3.53,1.05
377.51,215.64,580.38,19.86,9.68,2.71,7.57,103.24,Satinado,Proveedor B,Éxito,1576.0,92.8,18.26,43.0,25.0,96.84,-1.19,0.58
439.57,314.16,186.5,7.39,3.24,2.07,4.51,145.32,Mate,Proveedor A,Falla - Baja Adhesión,443.0,92.3,19.73,15.0,19.1,89.38,-4.18,2.78
389.46,158.01,277.63,11.03,5.31,0.99,6.34,69.61,Brillante,Proveedor A,Éxito,1337.0,92.7,18.08,51.0,24.1,96.57,3.3,-0.48
333.19,221.89,457.37,11.8,9.17,2.43,3.01,76.99,Mate,Proveedor A,Éxito,1428.0,92.9,16.81,13.0,23.1,93.24,0.93,-0.03
359.63,168.81,238.22,17.05,8.92,1.32,5.45,189.21,Satinado,Proveedor B,Éxito,1514.0,91.0,18.52,24.0,21.3,97.68,1.76,4.96
470.12,245.74,249.25,16.28,9.68,0.56,4.42,145.02,Satinado,Proveedor B,Éxito,1227.0,91.5,22.04,49.0,25.1,93.81,-1.4,3.62
445.86,215.97,235.41,19.96,8.96,0.82,13.86,228.06,Brillante,Proveedor A,Éxito,1361.0,91.0,19.27,16.0,26.6,86.25,4.9,-1.42
364.82,126.86,451.77,13.17,0.62,2.82,3.59,285.55,Brillante,Proveedor B,Éxito,1570.0,91.2,18.4,49.0,22.6,92.11,-1.81,1.76
334.48,204.93,355.44,15.86,3.09,0.3,22.55,259.17,Mate,Proveedor A,Falla - Baja Estabilidad,1540.0,91.1,15.73,22.0,9.1,89.27,-4.07,4.38
431.74,217.04,442.4,18.84,1.45,1.71,10.09,194.8,Brillante,Proveedor C,Éxito,1541.0,91.8,17.56,44.0,17.1,90.18,-2.09,-0.0
308.23,368.67,104.43,9.27,5.97,1.74,11.37,259.4,Brillante,Proveedor C,Falla - Baja Adhesión,429.0,91.0,18.29,71.0,20.2,94.59,1.77,0.36
302.52,213.2,354.65,16.9,8.64,1.45,8.34,79.96,Mate,Proveedor A,Éxito,1435.0,92.5,15.31,28.0,27.2,94.79,3.54,2.98
322.36,228.35,544.77,10.28,2.12,1.04,1.96,223.83,Brillante,Proveedor C,Éxito,1823.0,91.7,19.12,39.0,22.5,86.91,-1.26,3.91
459.15,229.86,525.13,7.63,0.89,2.27,2.33,82.0,Mate,Proveedor B,Éxito,1570.0,94.9,20.66,7.0,19.1,93.79,-0.55,0.42
425.73,112.34,396.84,15.3,4.58,0.06,17.36,194.1,Satinado,Proveedor C,Falla - Baja Estabilidad,1428.0,91.5,17.14,31.0,9.6,91.64,-1.85,0.71
422.17,183.46,264.12,9.28,1.82,0.26,6.45,285.28,Satinado,Proveedor C,Éxito,1319.0,90.9,19.85,47.0,19.6,88.3,-2.02,4.05
401.64,117.28,354.01,6.56,9.54,0.83,9.68,235.74,Mate,Proveedor C,Éxito,1436.0,91.0,16.85,17.0,20.7,92.31,2.84,3.67
329.87,209.82,387.8,14.59,9.09,1.81,7.52,227.75,Brillante,Proveedor A,Éxito,1553.0,91.2,17.07,74.0,28.4,90.28,-1.7,1.44
398.82,167.7,511.39,13.58,6.17,2.26,5.18,162.07,Mate,Proveedor B,Éxito,1713.0,92.0,17.54,6.0,27.2,95.21,-4.37,4.43
455.94,208.29,336.84,11.08,4.04,2.13,11.68,127.93,Mate,Proveedor A,Éxito,1284.0,92.2,18.39,27.0,25.3,90.84,-2.65,1.74
332.63,122.26,574.01,6.38,7.39,1.94,5.75,216.78,Mate,Proveedor A,Éxito,1817.0,91.5,16.79,7.0,23.5,93.1,0.79,-4.25
317.79,342.55,140.14,10.42,5.68,0.34,1.81,273.54,Satinado,Proveedor C,Falla - Baja Adhesión,894.0,91.0,14.98,29.0,18.0,90.71,-3.55,3.84
320.15,209.26,263.1,19.35,0.7,1.16,9.82,196.63,Satinado,Proveedor B,Éxito,1538.0,91.3,19.16,38.0,20.8,87.48,2.4,-1.74
493.23,136.08,487.03,10.88,6.68,0.23,9.32,235.64,Brillante,Proveedor A,Éxito,1539.0,91.4,19.68,14.0,15.9,93.94,-2.44,3.1
317.86,187.42,226.27,11.46,6.83,1.12,13.11,76.7,Mate,Proveedor C,Éxito,1207.0,92.1,15.14,18.0,19.2,86.46,1.37,-1.91
339.0,121.21,345.85,12.79,8.48,2.61,2.07,233.04,Satinado,Proveedor C,Éxito,1443.0,91.0,16.46,15.0,25.2,95.92,-0.11,-3.16
424.37,170.81,382.12,5.17,0.88,1.04,3.96,221.63,Satinado,Proveedor A,Éxito,1603.0,91.4,21.29,44.0,20.0,86.27,-1.98,-0.27
171.36,293.22,366.88,13.58,4.1,1.76,4.89,238.64,Brillante,Proveedor A,Falla - Bajo Poder Cubriente,1448.0,91.1,7.77,44.0,24.5,96.19,-2.24,1.27
554.51,108.41,502.21,6.72,2.4,0.29,13.93,59.02,Mate,Proveedor A,Falla - Viscosidad Alta,1597.0,116.8,19.38,12.0,22.1,90.65,-2.83,1.21
355.55,165.57,558.92,15.03,4.5,1.05,4.19,152.75,Satinado,Proveedor C,Éxito,1771.0,92.3,17.37,49.0,22.4,96.63,2.31,-2.23
340.05,184.82,209.67,10.53,8.14,1.5,12.8,74.77,Mate,Proveedor C,Éxito,1372.0,92.0,17.5,6.0,18.6,95.96,3.57,-2.82
376.27,227.19,537.36,15.14,6.52,1.29,1.35,120.32,Brillante,Proveedor C,Éxito,1727.0,92.7,16.51,23.0,20.6,85.97,3.39,4.25
351.41,228.33,393.1,14.32,5.26,1.07,14.49,251.37,Satinado,Proveedor B,Éxito,1610.0,91.2,18.08,35.0,20.7,90.9,-0.74,2.05
326.8,345.76,127.15,14.01,6.79,2.05,1.93,217.77,Brillante,Proveedor B,Falla - Baja Adhesión,729.0,91.2,18.2,11.0,19.7,95.11,4.59,0.77
479.85,231.8,387.21,14.79,4.66,2.75,7.68,289.02,Satinado,Proveedor A,Éxito,1479.0,91.1,19.76,19.0,20.4,93.95,0.86,4.97
417.0,134.61,493.2,9.27,4.61,2.96,9.86,77.62,Brillante,Proveedor C,Éxito,1684.0,93.7,16.76,64.0,29.1,94.63,-3.15,-0.56
334.83,121.14,321.17,13.73,6.32,2.12,2.86,184.76,Brillante,Proveedor B,Éxito,1467.0,91.2,19.12,77.0,27.9,92.4,-3.62,0.57
477.48,214.7,442.59,16.97,9.27,1.46,12.09,22.52,Mate,Proveedor C,Falla - Viscosidad Alta,1684.0,114.0,15.29,26.0,19.1,91.99,-3.03,0.53
460.09,104.43,248.08,14.47,0.64,2.41,12.3,106.64,Brillante,Proveedor C,Éxito,1510.0,92.3,21.12,29.0,23.3,92.84,-2.27,0.87
495.98,130.58,472.76,6.06,6.64,1.66,3.8,164.7,Mate,Proveedor A,Éxito,1621.0,91.9,20.73,26.0,20.3,91.2,-3.33,0.8
440.01,150.27,538.2,10.99,6.16,2.17,5.96,127.91,Brillante,Proveedor B,Éxito,1590.0,92.5,19.28,29.0,19.0,94.51,2.48,0.37
421.0,188.26,215.54,15.83,3.82,1.38,13.53,280.24,Mate,Proveedor C,Éxito,1473.0,90.8,19.95,22.0,16.3,93.17,-0.74,-0.58
311.79,126.38,382.87,8.44,4.58,2.4,5.49,204.76,Mate,Proveedor C,Éxito,1469.0,91.3,18.51,15.0,19.0,97.24,4.04,0.25
423.92,148.8,530.24,10.62,4.38,2.43,6.23,76.71,Mate,Proveedor A,Éxito,1618.0,94.0,20.59,7.0,22.3,87.8,1.72,-3.51
123.66,290.48,243.57,16.23,7.89,0.32,1.79,268.57,Satinado,Proveedor B,Falla - Bajo Poder Cubriente,1381.0,90.9,3.16,32.0,25.2,90.52,4.17,0.72
416.72,164.33,331.5,16.03,5.69,2.71,6.49,148.2,Brillante,Proveedor C,Éxito,1553.0,91.7,17.69,51.0,26.6,87.01,-2.71,2.37
319.7,242.65,568.49,14.69,5.27,1.58,12.37,150.71,Brillante,Proveedor B,Éxito,1544.0,92.4,16.99,70.0,24.1,88.65,0.77,2.73
447.32,144.96,247.63,17.53,2.7,2.52,13.79,140.69,Mate,Proveedor C,Éxito,1573.0,91.7,18.01,25.0,23.7,97.57,-0.52,-3.69
316.5,209.49,384.41,13.58,7.6,0.17,17.46,108.67,Mate,Proveedor B,Falla - Baja Estabilidad,1517.0,92.2,14.73,15.0,4.2,95.56,2.71,-0.29
343.58,195.39,205.17,9.25,3.25,1.24,11.9,211.12,Satinado,Proveedor A,Éxito,1274.0,91.0,15.25,31.0,17.0,89.9,-0.77,-0.75
384.11,216.12,464.55,10.09,3.92,2.58,1.91,121.26,Brillante,Proveedor A,Éxito,1697.0,92.7,16.94,40.0,23.5,94.24,-0.39,-2.39
345.83,209.72,396.27,7.1,8.26,2.69,4.27,142.34,Mate,Proveedor A,Éxito,1381.0,91.8,17.35,5.0,25.3,86.88,-3.82,4.88
468.5,249.24,253.75,13.02,2.85,2.13,3.65,256.22,Mate,Proveedor C,Éxito,1316.0,91.1,19.05,19.0,22.7,97.55,4.52,0.29
452.18,245.6,380.79,12.84,2.36,1.15,8.28,136.28,Brillante,Proveedor B,Éxito,1479.0,92.4,17.06,52.0,21.1,94.18,-3.64,3.11
433.92,125.65,418.26,17.74,6.19,0.34,9.58,187.52,Brillante,Proveedor B,Éxito,1648.0,91.5,20.34,21.0,17.8,86.06,-4.34,4.87
439.91,188.77,474.16,5.62,3.33,1.44,1.69,270.68,Mate,Proveedor C,Éxito,1561.0,91.3,21.63,16.0,19.4,92.3,-3.55,2.32
416.15,228.5,554.8,19.62,5.59,1.02,8.12,165.6,Brillante,Proveedor B,Éxito,1723.0,92.2,17.44,70.0,17.6,88.91,-1.79,-1.27
369.62,150.11,232.01,10.02,9.26,0.57,1.84,84.86,Mate,Proveedor B,Éxito,1246.0,91.8,16.63,28.0,27.2,92.42,2.59,1.47
402.55,177.14,297.65,8.13,7.36,0.86,10.35,224.88,Satinado,Proveedor A,Éxito,1486.0,91.1,19.04,32.0,19.2,92.51,-2.45,4.71
404.48,148.42,223.61,6.07,2.9,0.46,21.93,258.17,Brillante,Proveedor B,Falla - Baja Estabilidad,1433.0,90.9,16.57,47.0,8.0,92.57,0.86,4.19
592.92,204.11,218.75,10.15,3.56,1.91,6.02,51.76,Brillante,Proveedor A,Falla - Viscosidad Alta,1432.0,109.5,19.22,40.0,18.4,90.6,-2.75,2.56
457.16,172.41,378.14,7.03,5.02,0.4,14.26,36.91,Satinado,Proveedor C,Falla - Viscosidad Alta,1602.0,111.4,20.97,37.0,16.1,86.45,1.0,-2.36
333.93,178.93,588.08,13.79,5.72,0.85,6.73,71.22,Brillante,Proveedor A,Éxito,1726.0,94.2,14.73,47.0,24.9,95.27,2.02,-4.26
360.36,152.16,554.37,8.31,6.68,1.68,9.11,124.89,Brillante,Proveedor A,Éxito,1817.0,92.5,15.44,32.0,25.9,91.65,-0.57,0.24
375.08,232.04,207.78,18.35,4.68,2.17,3.24,203.82,Satinado,Proveedor C,Éxito,1463.0,91.1,19.92,26.0,28.2,93.56,-4.74,-1.14
479.12,249.61,410.52,18.08,1.25,1.83,3.94,81.27,Mate,Proveedor B,Éxito,1606.0,94.3,19.65,24.0,16.6,97.44,3.94,-2.52
471.39,113.96,357.14,19.05,4.04,1.68,14.81,143.63,Satinado,Proveedor A,Éxito,1607.0,91.9,18.13,30.0,24.6,96.98,-4.14,-0.54
368.28,249.34,516.42,17.97,5.46,0.5,11.75,282.84,Satinado,Proveedor C,Éxito,1727.0,91.3,18.33,19.0,18.8,93.04,-2.29,3.68
455.23,249.35,525.59,8.02,5.85,1.16,5.03,70.58,Brillante,Proveedor C,Éxito,1700.0,94.3,18.25,76.0,26.0,88.35,2.23,-3.09
493.49,184.43,262.03,15.06,8.92,1.66,3.22,192.32,Mate,Proveedor B,Éxito,1509.0,91.2,21.47,20.0,22.7,95.27,-2.56,4.68
349.11,185.82,590.36,15.51,7.75,0.96,3.06,140.77,Satinado,Proveedor A,Éxito,1550.0,92.3,15.07,17.0,24.2,93.72,2.07,3.05
431.99,226.65,316.59,9.94,7.84,0.23,14.98,218.45,Satinado,Proveedor A,Éxito,1485.0,91.2,20.98,49.0,17.9,91.64,-2.32,2.91
486.99,149.62,306.18,8.35,2.1,0.46,15.9,158.43,Mate,Proveedor A,Falla - Baja Estabilidad,1496.0,91.7,21.65,7.0,8.8,94.56,-2.72,4.33
313.93,115.27,321.35,9.65,7.81,0.31,14.11,167.63,Brillante,Proveedor B,Éxito,1616.0,91.2,18.67,40.0,15.7,97.18,2.45,-4.15
174.45,254.22,253.91,7.56,8.0,1.91,10.48,74.66,Brillante,Proveedor A,Falla - Bajo Poder Cubriente,1486.0,92.2,2.42,51.0,22.9,95.61,-4.2,4.65
356.31,203.82,484.03,9.3,7.18,2.63,10.37,132.99,Mate,Proveedor A,Éxito,1753.0,92.2,19.4,28.0,25.6,86.24,3.58,-4.07
435.06,106.25,222.74,8.46,3.27,2.22,13.87,74.67,Mate,Proveedor B,Éxito,1494.0,92.5,21.06,21.0,18.3,89.9,0.15,4.17
466.29,196.79,422.25,18.18,1.0,1.46,5.72,160.76,Satinado,Proveedor A,Éxito,1501.0,92.2,22.18,38.0,18.5,97.99,-0.19,-3.53
371.32,211.57,326.33,19.58,6.36,1.75,4.87,223.42,Satinado,Proveedor C,Éxito,1468.0,91.2,20.25,37.0,24.4,86.21,-2.04,2.67
322.47,220.66,459.24,16.95,9.45,1.33,7.44,175.86,Mate,Proveedor C,Éxito,1703.0,91.6,14.47,19.0,20.7,91.15,-4.91,4.9
365.72,152.56,403.05,12.78,1.01,2.21,14.97,205.78,Satinado,Proveedor B,Éxito,1419.0,91.5,16.13,47.0,16.8,89.29,-2.14,-3.58
337.06,201.12,255.49,16.11,7.12,0.64,9.52,261.51,Mate,Proveedor A,Éxito,1343.0,90.9,16.17,17.0,16.2,90.67,-4.54,4.55
338.03,101.24,421.3,9.97,6.02,0.5,16.97,193.26,Mate,Proveedor C,Falla - Baja Estabilidad,1559.0,91.4,15.5,12.0,4.9,96.09,4.63,0.86
338.35,173.36,490.27,5.61,4.36,1.73,6.72,203.12,Satinado,Proveedor A,Éxito,1654.0,91.6,16.11,37.0,23.9,86.22,3.33,-3.82
448.08,135.94,430.2,11.94,4.85,2.41,8.69,220.92,Mate,Proveedor C,Éxito,1461.0,91.4,17.56,5.0,20.0,96.02,-4.38,-0.44
405.97,220.13,508.01,7.6,6.49,2.59,13.88,195.9,Mate,Proveedor B,Éxito,1559.0,91.8,19.65,12.0,28.1,97.84,-2.73,0.91
186.44,364.25,368.28,18.81,5.58,0.44,12.7,205.71,Mate,Proveedor B,Falla - Bajo Poder Cubriente,1302.0,91.5,5.39,9.0,21.6,91.73,4.94,-2.27
214.56,234.02,534.95,15.29,1.16,1.8,2.0,168.89,Satinado,Proveedor B,Falla - Bajo Poder Cubriente,1520.0,92.3,4.6,30.0,21.3,90.58,-4.33,1.78
346.01,152.7,405.07,9.27,3.61,0.84,12.9,166.88,Brillante,Proveedor A,Éxito,1484.0,91.7,19.36,20.0,16.1,91.99,-4.16,3.94
418.75,149.66,277.51,14.51,3.8,1.84,7.37,188.3,Satinado,Proveedor A,Éxito,1561.0,91.3,18.48,20.0,20.4,87.49,2.14,3.3
493.12,208.51,505.55,9.96,0.98,1.2,3.0,46.5,Mate,Proveedor C,Falla - Viscosidad Alta,1721.0,117.9,21.36,15.0,22.3,93.88,0.54,-2.04
489.1,167.05,415.5,16.37,1.53,0.03,23.5,178.76,Satinado,Proveedor A,Falla - Baja Estabilidad,1724.0,91.9,19.46,43.0,1.8,86.84,3.72,1.12
414.65,127.28,253.71,8.4,1.76,0.1,10.17,252.48,Satinado,Proveedor C,Éxito,1585.0,90.9,17.91,34.0,14.9,95.91,-0.31,-2.67
388.22,183.23,390.73,9.18,5.18,0.22,14.37,262.25,Mate,Proveedor B,Éxito,1562.0,91.1,18.69,27.0,13.6,92.6,4.28,-3.41
372.14,194.22,440.3,13.45,9.4,2.45,8.95,60.51,Satinado,Proveedor A,Éxito,1428.0,93.3,15.58,28.0,25.3,96.32,-3.95,3.93
408.73,103.74,584.96,8.45,1.34,2.98,11.05,136.18,Mate,Proveedor A,Éxito,1731.0,92.8,16.42,28.0,23.7,85.73,4.57,0.48
356.75,203.49,331.01,11.88,7.47,0.69,9.31,83.16,Mate,Proveedor B,Éxito,1462.0,92.5,17.17,12.0,23.8,95.94,-1.43,-0.86
479.2,188.42,374.59,10.47,0.5,0.78,5.8,188.31,Satinado,Proveedor C,Éxito,1575.0,91.8,20.59,17.0,22.6,89.41,-3.74,-1.76
342.22,159.35,482.52,16.14,7.86,2.34,2.01,218.74,Satinado,Proveedor B,Éxito,1680.0,91.4,19.71,28.0,29.4,86.15,-0.51,0.05
463.19,190.0,348.73,5.05,6.96,2.58,12.68,153.22,Brillante,Proveedor B,Éxito,1550.0,91.7,21.13,36.0,25.2,94.21,-4.71,1.92
523.34,204.66,369.77,16.78,6.73,1.24,10.23,53.34,Satinado,Proveedor A,Falla - Viscosidad Alta,1545.0,109.0,17.99,30.0,19.1,91.62,-2.33,-3.17
423.63,166.35,558.63,7.23,2.45,1.12,14.42,251.48,Satinado,Proveedor A,Éxito,1562.0,91.6,17.38,23.0,20.2,91.25,-2.53,-0.06
428.57,140.26,249.11,11.96,6.23,0.24,1.71,141.43,Brillante,Proveedor C,Éxito,1523.0,91.5,21.01,70.0,18.9,92.77,-4.99,0.68
380.2,331.82,135.29,8.0,4.09,0.41,12.65,83.68,Mate,Proveedor B,Falla - Baja Adhesión,610.0,92.4,16.34,29.0,18.5,90.5,-3.53,2.69
461.38,211.3,413.42,10.08,4.12,1.37,7.7,56.09,Satinado,Proveedor C,Éxito,1662.0,94.7,19.52,28.0,21.8,87.24,-0.26,0.31
382.52,190.72,561.48,14.38,9.26,0.13,4.68,211.82,Mate,Proveedor C,Éxito,1728.0,91.6,20.06,25.0,20.0,88.4,-4.89,4.28
443.41,160.22,234.09,13.93,2.44,2.27,13.21,271.48,Satinado,Proveedor B,Éxito,1542.0,90.9,19.0,49.0,21.0,90.77,2.98,4.46
481.49,230.94,277.04,8.34,1.13,0.14,5.24,208.29,Mate,Proveedor B,Éxito,1390.0,91.4,18.95,10.0,21.3,87.76,-0.37,0.95
313.55,163.46,301.32,8.05,3.35,0.48,10.34,133.79,Brillante,Proveedor C,Éxito,1318.0,91.7,14.65,48.0,23.6,95.33,4.96,-4.06
